Phon1	Phon2	Phon3	Count	Centered Prob(Phon2 | Phon1 ... Phon3)
 	k	j	56	0.116910229645094
 	E	g	27	0.116883116883117
3	t	 	55	0.116772823779193
@	s	E	62	0.116760828625235
r	{	J	12	0.116504854368932
s	l	V	24	0.116504854368932
V	b	_	5	0.116279069767442
6	d	l	5	0.116279069767442
i	f	{	5	0.116279069767442
g	l	i	10	0.116279069767442
$	d	l	5	0.116279069767442
w	V	n	35	0.116279069767442
V	p	l	13	0.116071428571429
s	E	g	8	0.115942028985507
d	{	m	41	0.115819209039548
i	t	 	107	0.115800865800866
E	g	5	11	0.115789473684211
 	I	f	26	0.115555555555556
E	d	I	117	0.115498519249753
E	z	H	18	0.115384615384615
l	i	f	24	0.115384615384615
5	n	k	3	0.115384615384615
5	{	k	3	0.115384615384615
t	#	h	3	0.115384615384615
m	t	2	3	0.115384615384615
#	d	r	3	0.115384615384615
I	p	Q	24	0.115384615384615
w	i	z	12	0.115384615384615
t	u	h	3	0.115384615384615
v	1	Z	3	0.115384615384615
J	2	z	3	0.115384615384615
5	p	#	3	0.115384615384615
J	@	z	3	0.115384615384615
r	2	{	3	0.115384615384615
5	l	k	3	0.115384615384615
2	d	r	21	0.115384615384615
h	I	s	25	0.115207373271889
t	E	s	45	0.115089514066496
b	#	R	13	0.115044247787611
g	n	5	10	0.114942528735632
z	E	l	10	0.114942528735632
V	m	I	41	0.11484593837535
5	h	i	7	0.114754098360656
5	p	i	7	0.114754098360656
s	f	7	7	0.114754098360656
{	J	r	18	0.114649681528662
2	n	t	11	0.114583333333333
v	2	d	11	0.114583333333333
v	4	d	11	0.114583333333333
f	P	 	33	0.114583333333333
I	k	#	11	0.114583333333333
p	#	s	52	0.114537444933921
 	s	l	220	0.114404576183047
2	z	@	31	0.114391143911439
Q	p	w	4	0.114285714285714
w	$	k	24	0.114285714285714
Q	t	w	4	0.114285714285714
{	l	m	8	0.114285714285714
Q	k	h	4	0.114285714285714
m	I	g	12	0.114285714285714
d	f	5	8	0.114285714285714
p	@	n	80	0.114285714285714
@	t	8	4	0.114285714285714
w	{	k	24	0.114285714285714
{	s	m	8	0.114285714285714
{	z	m	8	0.114285714285714
d	E	n	61	0.114232209737828
m	1	d	33	0.114186851211073
S	Q	t	17	0.114093959731544
@	w	3	13	0.114035087719298
n	s	Q	13	0.114035087719298
I	s	g	18	0.113924050632911
s	2	k	54	0.113924050632911
b	Q	b	14	0.113821138211382
g	n	1	14	0.113821138211382
n	i	z	24	0.113744075829384
3	n	t	5	0.113636363636364
@	h	6	10	0.113636363636364
k	h	6	5	0.113636363636364
#	t	s	10	0.113636363636364
@	r	6	10	0.113636363636364
5	d	P	5	0.113636363636364
n	v	7	5	0.113636363636364
3	g	l	5	0.113636363636364
m	{	k	41	0.113573407202216
@	r	Q	37	0.113496932515337
k	#	b	16	0.113475177304965
1	k	r	6	0.113207547169811
_	u	@	6	0.113207547169811
l	{	S	30	0.113207547169811
s	2	t	57	0.113095238095238
5	l	E	13	0.11304347826087
r	{	m	80	0.112994350282486
v	8	r	20	0.112994350282486
w	Q	n	34	0.112956810631229
i	t	@	41	0.112947658402204
b	@	z	7	0.112903225806452
5	k	5	7	0.112903225806452
i	p	i	7	0.112903225806452
i	t	i	7	0.112903225806452
H	d	 	21	0.112903225806452
b	P	z	7	0.112903225806452
5	l	5	7	0.112903225806452
n	f	3	14	0.112903225806452
n	d	r	64	0.112874779541446
p	I	n	79	0.112857142857143
 	h	6	52	0.112798264642082
g	V	m	8	0.112676056338028
 	r	u	80	0.112517580872011
@	l	7	9	0.1125
h	3	b	9	0.1125
7	n	I	19	0.112426035502959
 	p	U	39	0.112391930835735
l	V	m	49	0.112385321100917
5	k	{	10	0.112359550561798
5	p	{	10	0.112359550561798
s	p	l	82	0.112328767123288
g	8	r	11	0.112244897959184
k	Q	r	35	0.112179487179487
t	@	d	52	0.112068965517241
h	U	d	28	0.112
d	E	p	18	0.111801242236025
g	V	n	24	0.111627906976744
g	w	I	28	0.111553784860558
t	E	l	63	0.111504424778761
u	v	j	8	0.111111111111111
6	J	g	1	0.111111111111111
_	l	Q	1	0.111111111111111
1	g	#	1	0.111111111111111
1	h	E	2	0.111111111111111
S	l	2	1	0.111111111111111
g	l	@	17	0.111111111111111
{	k	b	14	0.111111111111111
i	m	h	1	0.111111111111111
v	m	E	1	0.111111111111111
b	5	Z	1	0.111111111111111
Z	H	r	2	0.111111111111111
N	z	Q	2	0.111111111111111
t	i	Z	1	0.111111111111111
S	w	2	1	0.111111111111111
i	J	h	1	0.111111111111111
S	H	2	1	0.111111111111111
7	r	Q	2	0.111111111111111
1	l	s	5	0.111111111111111
8	m	{	1	0.111111111111111
i	t	h	1	0.111111111111111
j	9	_	2	0.111111111111111
1	t	#	1	0.111111111111111
u	@	b	1	0.111111111111111
S	d	2	1	0.111111111111111
1	d	i	3	0.111111111111111
1	z	#	1	0.111111111111111
$	d	p	2	0.111111111111111
D	i	z	1	0.111111111111111
3	b	2	1	0.111111111111111
b	s	t	48	0.111111111111111
T	m	E	3	0.111111111111111
1	l	m	5	0.111111111111111
3	n	i	1	0.111111111111111
3	T	m	1	0.111111111111111
T	m	{	1	0.111111111111111
1	p	E	2	0.111111111111111
u	k	b	1	0.111111111111111
Q	m	Q	1	0.111111111111111
k	s	@	49	0.111111111111111
V	b	z	1	0.111111111111111
I	s	T	5	0.111111111111111
v	E	J	1	0.111111111111111
j	5	g	2	0.111111111111111
U	p	l	3	0.111111111111111
u	D	b	1	0.111111111111111
m	b	9	1	0.111111111111111
i	t	r	7	0.111111111111111
v	H	h	2	0.111111111111111
I	l	T	5	0.111111111111111
h	1	S	2	0.111111111111111
v	H	w	2	0.111111111111111
S	u	S	1	0.111111111111111
3	n	2	1	0.111111111111111
#	g	Q	2	0.111111111111111
v	f	{	1	0.111111111111111
u	z	p	1	0.111111111111111
k	u	T	3	0.111111111111111
3	m	z	1	0.111111111111111
b	@	Z	1	0.111111111111111
1	p	#	1	0.111111111111111
_	r	5	2	0.111111111111111
#	d	Q	2	0.111111111111111
#	r	7	1	0.111111111111111
h	#	m	17	0.111111111111111
3	v	z	1	0.111111111111111
u	p	k	1	0.111111111111111
#	b	Q	2	0.111111111111111
i	l	h	1	0.111111111111111
_	p	5	2	0.111111111111111
b	i	Z	1	0.111111111111111
8	z	{	1	0.111111111111111
i	m	2	3	0.111111111111111
8	f	r	2	0.111111111111111
V	p	w	3	0.111111111111111
z	@	t	12	0.111111111111111
u	T	k	1	0.111111111111111
Z	1	n	1	0.111111111111111
Z	i	n	1	0.111111111111111
#	z	7	1	0.111111111111111
k	n	j	1	0.111111111111111
Q	g	7	1	0.111111111111111
$	r	Q	3	0.111111111111111
$	m	1	4	0.111111111111111
8	g	r	2	0.111111111111111
h	I	g	3	0.111111111111111
E	p	#	1	0.111111111111111
Q	m	1	1	0.111111111111111
b	u	Z	1	0.111111111111111
6	@	g	1	0.111111111111111
u	T	b	1	0.111111111111111
u	l	p	1	0.111111111111111
8	b	U	1	0.111111111111111
u	z	b	1	0.111111111111111
U	k	r	1	0.111111111111111
u	p	s	3	0.111111111111111
#	r	i	3	0.111111111111111
6	n	g	1	0.111111111111111
1	l	E	2	0.111111111111111
u	@	p	1	0.111111111111111
_	p	Q	1	0.111111111111111
V	n	z	1	0.111111111111111
N	p	Q	2	0.111111111111111
3	p	i	1	0.111111111111111
#	m	d	4	0.111111111111111
U	t	d	1	0.111111111111111
b	3	d	32	0.111111111111111
7	p	Q	2	0.111111111111111
T	I	5	4	0.111111111111111
k	P	z	7	0.111111111111111
S	U	S	1	0.111111111111111
7	b	l	5	0.111111111111111
#	t	Q	2	0.111111111111111
u	3	p	1	0.111111111111111
v	r	{	1	0.111111111111111
#	v	j	3	0.111111111111111
1	b	#	1	0.111111111111111
f	h	#	2	0.111111111111111
h	{	k	8	0.111111111111111
5	m	$	2	0.111111111111111
1	t	i	3	0.111111111111111
$	l	Q	3	0.111111111111111
Q	s	1	1	0.111111111111111
h	i	S	2	0.111111111111111
1	p	i	3	0.111111111111111
D	5	z	1	0.111111111111111
2	w	3	2	0.111111111111111
U	8	r	1	0.111111111111111
m	5	S	15	0.111111111111111
u	t	b	1	0.111111111111111
S	8	S	1	0.111111111111111
5	f	$	2	0.111111111111111
u	m	s	3	0.111111111111111
i	p	h	1	0.111111111111111
z	I	b	5	0.111111111111111
v	s	E	1	0.111111111111111
i	t	H	8	0.111111111111111
5	@	w	3	0.111111111111111
_	U	d	5	0.111111111111111
#	w	7	1	0.111111111111111
v	m	{	1	0.111111111111111
t	1	Z	1	0.111111111111111
m	E	n	176	0.110970996216898
 	s	2	154	0.110951008645533
E	l	@	103	0.110871905274489
 	d	i	146	0.11085801063022
m	1	k	40	0.110803324099723
I	s	H	27	0.110655737704918
n	{	S	24	0.110599078341014
r	1	d	71	0.110591900311526
E	n	I	112	0.110562685093781
j	U	r	22	0.110552763819095
m	d	 	40	0.110497237569061
l	d	@	58	0.11047619047619
V	s	P	16	0.110344827586207
5	k	@	60	0.110294117647059
2	l	I	30	0.110294117647059
u	m	I	42	0.110236220472441
d	E	m	39	0.110169491525424
b	V	g	13	0.110169491525424
 	s	i	145	0.110098709187547
3	m	@	36	0.110091743119266
1	k	@	59	0.110074626865672
f	l	i	11	0.11
n	1	t	81	0.109905020352782
2	k	r	20	0.10989010989011
@	r	u	17	0.109677419354839
m	1	_	8	0.10958904109589
m	#	_	8	0.10958904109589
2	d	s	8	0.10958904109589
 	6	t	116	0.109537299338999
w	i	k	23	0.10952380952381
k	Q	J	7	0.109375
5	s	2	7	0.109375
Q	p	l	7	0.109375
i	t	P	7	0.109375
5	m	1	13	0.109243697478992
l	d	l	13	0.109243697478992
{	p	 	90	0.109223300970874
 	k	#	102	0.109090909090909
d	w	$	6	0.109090909090909
m	I	m	12	0.109090909090909
d	f	$	6	0.109090909090909
w	Q	t	35	0.109034267912773
f	3	m	22	0.108910891089109
@	b	$	21	0.10880829015544
V	l	m	5	0.108695652173913
s	E	m	40	0.108695652173913
V	t	m	5	0.108695652173913
#	m	5	5	0.108695652173913
{	d	P	15	0.108695652173913
S	{	k	5	0.108695652173913
1	s	l	10	0.108695652173913
2	z	m	5	0.108695652173913
{	v	P	15	0.108695652173913
h	$	 	5	0.108695652173913
b	V	s	24	0.108597285067873
p	U	S	14	0.108527131782946
I	m	E	64	0.108474576271186
E	d	b	9	0.108433734939759
p	E	d	21	0.108247422680412
U	t	I	21	0.108247422680412
s	l	5	25	0.108225108225108
p	b	$	4	0.108108108108108
t	b	3	4	0.108108108108108
Q	p	 	86	0.108040201005025
i	n	I	41	0.107894736842105
m	@	 	39	0.107734806629834
l	{	n	95	0.107709750566893
Q	l	f	7	0.107692307692308
w	Q	p	7	0.107692307692308
Q	s	f	7	0.107692307692308
r	i	z	43	0.1075
r	i	d	69	0.107476635514019
i	n	@	39	0.107438016528926
s	E	t	54	0.107142857142857
m	@	p	3	0.107142857142857
2	_	i	3	0.107142857142857
f	1	z	6	0.107142857142857
S	5	f	3	0.107142857142857
j	u	1	3	0.107142857142857
2	n	i	3	0.107142857142857
5	V	p	3	0.107142857142857
2	p	i	3	0.107142857142857
{	t	H	6	0.107142857142857
k	1	d	21	0.107142857142857
z	H	d	6	0.107142857142857
m	V	p	3	0.107142857142857
$	h	{	3	0.107142857142857
g	Q	N	3	0.107142857142857
$	r	{	3	0.107142857142857
2	s	i	3	0.107142857142857
3	d	P	6	0.107142857142857
1	l	d	6	0.107142857142857
b	l	3	3	0.107142857142857
E	m	n	6	0.107142857142857
2	t	@	29	0.107011070110701
g	E	t	17	0.106918238993711
l	@	s	115	0.106877323420074
Q	r	@	80	0.106809078771696
r	1	@	11	0.106796116504854
s	n	V	22	0.106796116504854
I	s	h	8	0.106666666666667
2	s	I	29	0.106617647058824
I	Z	H	26	0.10655737704918
r	E	v	40	0.106382978723404
V	z	H	5	0.106382978723404
p	i	v	5	0.106382978723404
m	3	J	5	0.106382978723404
k	s	7	5	0.106382978723404
I	g	m	15	0.106382978723404
l	r	U	5	0.106382978723404
m	I	Q	5	0.106382978723404
w	E	n	32	0.106312292358804
b	8	r	22	0.106280193236715
l	i	z	34	0.10625
f	{	k	34	0.10625
 	k	V	177	0.106115107913669
f	k	Q	7	0.106060606060606
I	t	$	14	0.106060606060606
s	i	d	39	0.105978260869565
w	1	z	11	0.105769230769231
s	t	u	13	0.105691056910569
{	l	I	104	0.105476673427992
p	I	l	49	0.105376344086022
$	t	 	79	0.105333333333333
$	n	 	79	0.105333333333333
7	t	n	2	0.105263157894737
Q	S	H	2	0.105263157894737
s	k	P	2	0.105263157894737
E	k	5	10	0.105263157894737
b	5	h	4	0.105263157894737
5	_	V	2	0.105263157894737
l	s	1	8	0.105263157894737
s	t	6	4	0.105263157894737
s	p	P	2	0.105263157894737
s	l	6	4	0.105263157894737
E	l	7	2	0.105263157894737
@	b	3	12	0.105263157894737
6	l	@	4	0.105263157894737
f	V	_	2	0.105263157894737
v	2	b	8	0.105263157894737
E	d	1	2	0.105263157894737
i	f	Q	4	0.105263157894737
2	{	N	2	0.105263157894737
{	J	w	4	0.105263157894737
E	r	1	2	0.105263157894737
d	h	i	4	0.105263157894737
s	b	4	2	0.105263157894737
i	V	p	2	0.105263157894737
i	n	b	2	0.105263157894737
{	s	k	22	0.105263157894737
l	s	3	2	0.105263157894737
6	m	@	4	0.105263157894737
s	t	4	2	0.105263157894737
E	m	7	2	0.105263157894737
Q	d	H	2	0.105263157894737
b	w	7	2	0.105263157894737
f	E	_	2	0.105263157894737
i	n	p	2	0.105263157894737
{	n	w	4	0.105263157894737
E	r	5	10	0.105263157894737
n	s	P	16	0.105263157894737
{	s	1	2	0.105263157894737
b	@	h	4	0.105263157894737
$	m	5	4	0.105263157894737
$	b	5	4	0.105263157894737
D	{	n	2	0.105263157894737
l	r	2	4	0.105263157894737
l	3	J	4	0.105263157894737
s	l	4	2	0.105263157894737
$	g	z	2	0.105263157894737
1	m	7	2	0.105263157894737
i	l	b	2	0.105263157894737
l	E	J	4	0.105263157894737
Q	f	H	2	0.105263157894737
6	z	@	4	0.105263157894737
k	I	 	113	0.105116279069767
$	r	@	46	0.105022831050228
 	b	r	331	0.104813172894237
r	{	p	68	0.104776579352851
s	t	w	11	0.104761904761905
{	d	5	11	0.104761904761905
{	k	5	11	0.104761904761905
Q	s	k	9	0.104651162790698
r	E	_	21	0.104477611940299
r	u	I	7	0.104477611940299
2	b	r	19	0.104395604395604
{	t	 	86	0.104368932038835
 	b	8	24	0.104347826086957
 	w	$	119	0.104294478527607
 	p	7	22	0.104265402843602
 	r	7	22	0.104265402843602
d	v	E	10	0.104166666666667
l	5	T	5	0.104166666666667
d	Q	_	5	0.104166666666667
r	@	h	5	0.104166666666667
l	{	b	25	0.104166666666667
f	i	d	10	0.104166666666667
s	w	8	5	0.104166666666667
7	t	@	5	0.104166666666667
 	V	p	78	0.104138851802403
m	E	d	30	0.103806228373702
s	@	s	37	0.103641456582633
s	H	s	37	0.103641456582633
@	d	$	20	0.103626943005181
#	v	P	3	0.103448275862069
w	8	b	3	0.103448275862069
I	l	v	9	0.103448275862069
2	V	p	3	0.103448275862069
g	{	g	3	0.103448275862069
3	d	H	6	0.103448275862069
D	d	r	3	0.103448275862069
w	@	b	3	0.103448275862069
2	s	p	3	0.103448275862069
I	s	E	61	0.103389830508475
p	@	t	63	0.10327868852459
p	Q	t	63	0.10327868852459
p	#	t	63	0.10327868852459
v	Q	l	29	0.103202846975089
V	n	@	39	0.103174603174603
s	w	Q	23	0.103139013452915
b	I	n	40	0.103092783505155
p	@	d	20	0.103092783505155
b	E	n	40	0.103092783505155
 	{	m	68	0.103030303030303
@	s	i	24	0.103004291845494
J	i	k	7	0.102941176470588
n	I	n	36	0.102857142857143
m	{	n	163	0.102774274905422
E	s	I	104	0.102665350444225
2	r	Q	4	0.102564102564103
2	d	Q	4	0.102564102564103
i	@	m	4	0.102564102564103
z	H	@	12	0.102564102564103
l	2	D	4	0.102564102564103
i	t	m	4	0.102564102564103
#	k	 	56	0.102564102564103
2	p	E	4	0.102564102564103
1	t	k	4	0.102564102564103
r	1	z	41	0.1025
l	V	g	21	0.102439024390244
p	l	Q	21	0.102439024390244
V	l	p	17	0.102409638554217
u	d	I	39	0.102362204724409
@	k	6	9	0.102272727272727
@	n	6	9	0.102272727272727
V	p	s	18	0.102272727272727
t	i	z	14	0.102189781021898
i	p	1	5	0.102040816326531
n	I	{	15	0.102040816326531
l	2	n	90	0.102040816326531
V	n	S	5	0.102040816326531
I	s	f	20	0.102040816326531
V	f	n	5	0.102040816326531
E	d	P	10	0.102040816326531
l	2	t	109	0.101964452759588
{	g	r	16	0.101910828025478
@	l	{	32	0.101910828025478
{	f	r	16	0.101910828025478
I	s	l	83	0.101840490797546
5	n	I	35	0.101744186046512
s	i	_	6	0.101694915254237
r	Q	p	66	0.101694915254237
h	{	v	6	0.101694915254237
t	i	J	6	0.101694915254237
i	E	n	6	0.101694915254237
@	l	E	54	0.101694915254237
 	r	1	117	0.101650738488271
 	g	r	321	0.101646611779607
I	k	8	7	0.101449275362319
w	V	r	7	0.101449275362319
{	k	P	14	0.101449275362319
t	w	$	7	0.101449275362319
Q	n	I	92	0.101433296582139
 	w	3	85	0.101311084624553
r	i	r	8	0.10126582278481
r	7	r	8	0.10126582278481
r	9	r	8	0.10126582278481
s	{	N	16	0.10126582278481
r	2	v	38	0.101063829787234
r	{	v	38	0.101063829787234
m	{	N	10	0.101010101010101
l	E	f	21	0.100961538461538
b	E	l	55	0.100917431192661
 	h	2	140	0.100864553314121
V	r	I	36	0.100840336134454
E	d	j	13	0.10077519379845
p	$	S	13	0.10077519379845
d	i	v	15	0.100671140939597
 	p	{	264	0.100648112847884
k	V	l	78	0.100645161290323
 	k	4	16	0.10062893081761
V	l	@	38	0.100529100529101
I	t	I	204	0.100492610837438
u	l	 	63	0.100478468899522
$	d	@	44	0.100456621004566
 	f	j	48	0.100208768267223
H	s	t	1	0.1
l	t	H	1	0.1
1	l	1	1	0.1
5	m	g	1	0.1
_	{	p	2	0.1
N	g	6	1	0.1
T	V	d	2	0.1
E	g	m	5	0.1
N	b	6	1	0.1
6	s	f	2	0.1
u	5	d	3	0.1
J	I	J	1	0.1
u	n	d	3	0.1
d	d	6	2	0.1
#	p	E	1	0.1
i	n	S	1	0.1
T	5	d	2	0.1
U	t	2	1	0.1
u	l	d	3	0.1
I	d	6	3	0.1
n	1	v	10	0.1
f	I	h	1	0.1
I	N	6	3	0.1
2	k	j	1	0.1
U	b	2	1	0.1
{	m	U	1	0.1
h	Q	N	4	0.1
h	i	h	1	0.1
5	s	g	1	0.1
E	k	V	1	0.1
N	m	2	2	0.1
U	S	b	2	0.1
k	2	w	2	0.1
u	m	d	3	0.1
u	t	u	1	0.1
u	g	$	1	0.1
U	_	i	1	0.1
u	d	5	3	0.1
p	I	f	6	0.1
U	s	i	1	0.1
b	s	@	15	0.1
V	S	V	1	0.1
u	z	S	1	0.1
5	z	g	1	0.1
m	V	m	11	0.1
1	m	f	5	0.1
b	_	9	1	0.1
1	t	w	2	0.1
_	E	p	2	0.1
u	p	u	1	0.1
I	z	6	3	0.1
1	s	b	4	0.1
5	l	g	1	0.1
U	I	z	1	0.1
u	h	$	1	0.1
#	T	f	1	0.1
1	j	1	1	0.1
T	Q	d	2	0.1
u	f	$	1	0.1
1	J	p	1	0.1
2	b	j	1	0.1
U	5	z	1	0.1
N	d	6	1	0.1
h	u	h	1	0.1
u	p	2	2	0.1
1	m	w	2	0.1
T	$	n	5	0.1
u	p	S	1	0.1
U	k	i	1	0.1
V	m	V	1	0.1
U	S	m	1	0.1
N	k	2	2	0.1
1	t	b	4	0.1
 	#	_	8	0.1
5	s	n	4	0.1
_	7	r	8	0.1
U	k	b	2	0.1
r	i	T	5	0.1
$	r	E	4	0.1
N	l	{	1	0.1
1	l	w	2	0.1
i	m	5	7	0.1
s	u	T	2	0.1
1	k	I	43	0.1
#	_	E	1	0.1
U	m	p	1	0.1
u	s	5	3	0.1
2	T	j	1	0.1
u	z	u	1	0.1
N	b	{	1	0.1
V	b	V	1	0.1
$	s	E	4	0.1
1	p	g	1	0.1
u	b	2	2	0.1
u	d	$	1	0.1
r	5	D	3	0.1
1	l	g	1	0.1
E	l	V	1	0.1
u	d	2	2	0.1
S	5	g	2	0.1
@	p	5	19	0.1
1	s	I	43	0.1
2	5	j	1	0.1
I	h	6	3	0.1
1	s	w	2	0.1
u	n	5	3	0.1
U	d	m	1	0.1
l	s	H	1	0.1
N	l	2	2	0.1
u	f	5	3	0.1
1	s	p	1	0.1
U	t	i	1	0.1
E	d	g	1	0.1
$	m	j	4	0.1
t	b	6	3	0.1
i	m	S	1	0.1
#	m	E	1	0.1
h	1	h	1	0.1
i	I	S	1	0.1
#	s	E	1	0.1
s	2	T	2	0.1
U	r	2	1	0.1
u	n	S	1	0.1
7	k	r	1	0.1
k	$	Z	1	0.1
_	1	p	2	0.1
i	Q	S	1	0.1
N	g	{	1	0.1
l	#	Q	3	0.1
1	m	p	1	0.1
5	$	g	1	0.1
#	f	E	1	0.1
U	m	m	1	0.1
u	1	S	1	0.1
u	d	u	1	0.1
@	m	E	53	0.0998116760828625
 	2	s	35	0.0997150997150997
3	v	I	35	0.0997150997150997
@	s	 	539	0.0995750969887308
 	{	g	23	0.0995670995670996
s	n	5	23	0.0995670995670996
p	Q	z	15	0.0993377483443709
s	k	@	67	0.099112426035503
s	l	{	35	0.0988700564971751
l	Q	k	69	0.0988538681948424
d	s	t	31	0.0987261146496815
@	m	i	23	0.0987124463519313
f	E	n	34	0.0985507246376812
p	2	@	39	0.0984848484848485
p	t	@	39	0.0984848484848485
I	n	$	13	0.0984848484848485
n	s	@	141	0.098463687150838
@	t	$	19	0.0984455958549223
Q	k	t	31	0.0984126984126984
w	$	R	6	0.0983606557377049
5	b	i	6	0.0983606557377049
z	{	s	6	0.0983606557377049
s	k	2	17	0.0982658959537572
{	s	p	16	0.098159509202454
1	n	 	142	0.0981340704906704
Q	r	I	89	0.0981256890848953
h	{	r	10	0.0980392156862745
p	#	m	10	0.0980392156862745
2	n	5	5	0.0980392156862745
h	V	m	15	0.0980392156862745
 	s	I	411	0.097997138769671
3	s	@	32	0.0978593272171254
@	s	t	117	0.097581317764804
S	8	r	4	0.0975609756097561
#	d	l	4	0.0975609756097561
r	{	S	36	0.0975609756097561
S	i	z	4	0.0975609756097561
I	s	I	198	0.0975369458128079
j	u	l	43	0.0975056689342404
r	i	m	69	0.0974576271186441
5	t	@	53	0.0974264705882353
b	8	R	11	0.0973451327433628
I	l	@	223	0.0972525076319232
b	@	l	53	0.0972477064220184
u	p	j	7	0.0972222222222222
{	k	n	7	0.0972222222222222
2	f	P	7	0.0972222222222222
p	V	g	7	0.0972222222222222
{	b	n	7	0.0972222222222222
h	$	k	7	0.0972222222222222
2	n	P	7	0.0972222222222222
s	H	t	49	0.0972222222222222
h	2	k	7	0.0972222222222222
p	3	g	7	0.0972222222222222
2	b	P	7	0.0972222222222222
{	t	j	13	0.0970149253731343
d	E	k	35	0.0969529085872576
m	i	d	28	0.0968858131487889
3	n	I	34	0.0968660968660969
V	n	 	58	0.0968280467445743
l	U	E	3	0.0967741935483871
$	p	i	3	0.0967741935483871
 	E	J	3	0.0967741935483871
l	I	E	3	0.0967741935483871
$	d	m	3	0.0967741935483871
 	@	J	3	0.0967741935483871
p	5	l	45	0.0967741935483871
5	z	5	6	0.0967741935483871
z	d	r	3	0.0967741935483871
@	k	r	30	0.0967741935483871
 	I	J	3	0.0967741935483871
u	t	P	3	0.0967741935483871
i	w	i	6	0.0967741935483871
u	z	P	3	0.0967741935483871
u	v	P	3	0.0967741935483871
z	8	r	3	0.0967741935483871
V	b	s	17	0.0965909090909091
@	s	3	11	0.0964912280701754
I	f	r	33	0.0964912280701754
t	n	I	96	0.0964824120603015
r	5	b	40	0.0963855421686747
E	z	b	8	0.0963855421686747
w	@	n	29	0.0963455149501661
m	#	S	13	0.0962962962962963
m	E	t	61	0.0962145110410095
h	Q	t	15	0.0961538461538462
H	n	I	5	0.0961538461538462
r	Q	N	30	0.0961538461538462
H	t	I	5	0.0961538461538462
@	n	w	5	0.0961538461538462
5	b	Q	5	0.0961538461538462
v	I	l	27	0.096085409252669
m	$	R	12	0.096
r	1	n	129	0.0959821428571429
f	$	t	26	0.0959409594095941
2	l	@	26	0.0959409594095941
s	k	#	14	0.0958904109589041
E	g	l	7	0.0958904109589041
2	p	s	7	0.0958904109589041
t	s	2	14	0.0958904109589041
i	n	l	9	0.0957446808510638
i	t	l	9	0.0957446808510638
p	Q	n	67	0.0957142857142857
n	l	$	11	0.0956521739130435
n	d	$	11	0.0956521739130435
f	@	n	33	0.0956521739130435
n	S	$	11	0.0956521739130435
t	$	r	63	0.0955993930197269
f	@	s	26	0.0955882352941176
t	1	l	54	0.0955752212389381
V	l	k	21	0.0954545454545455
V	D	@	36	0.0952380952380952
Q	J	m	4	0.0952380952380952
@	t	h	2	0.0952380952380952
U	s	t	4	0.0952380952380952
l	t	h	2	0.0952380952380952
U	E	t	4	0.0952380952380952
z	l	{	2	0.0952380952380952
l	k	h	2	0.0952380952380952
l	f	h	2	0.0952380952380952
m	m	1	4	0.0952380952380952
4	t	I	2	0.0952380952380952
n	5	h	2	0.0952380952380952
l	j	#	2	0.0952380952380952
Q	k	m	4	0.0952380952380952
l	I	#	2	0.0952380952380952
n	E	g	10	0.0952380952380952
4	s	I	2	0.0952380952380952
E	J	U	2	0.0952380952380952
U	d	f	2	0.0952380952380952
i	d	 	88	0.0952380952380952
n	h	{	14	0.0952380952380952
D	$	l	2	0.0952380952380952
V	t	 	57	0.0951585976627713
1	p	@	51	0.0951492537313433
s	p	r	94	0.0951417004048583
w	Q	d	25	0.0950570342205323
l	i	p	25	0.0950570342205323
n	2	t	70	0.0949796472184532
3	k	@	31	0.0948012232415902
3	v	@	31	0.0948012232415902
n	Q	m	31	0.0948012232415902
 	h	7	20	0.0947867298578199
@	t	i	22	0.0944206008583691
@	n	i	22	0.0944206008583691
Q	b	v	5	0.0943396226415094
n	t	#	5	0.0943396226415094
1	p	r	5	0.0943396226415094
_	4	@	5	0.0943396226415094
k	{	m	53	0.0943060498220641
{	b	P	13	0.0942028985507246
d	Q	k	34	0.0941828254847645
I	t	P	42	0.0941704035874439
{	n	l	8	0.0941176470588235
k	I	S	19	0.0940594059405941
f	#	m	19	0.0940594059405941
f	3	R	11	0.094017094017094
k	$	s	25	0.093984962406015
t	{	n	106	0.0939716312056738
$	n	I	28	0.0939597315436242
d	w	E	9	0.09375
_	i	 	15	0.09375
v	H	m	3	0.09375
1	I	z	3	0.09375
@	w	U	3	0.09375
k	I	J	6	0.09375
z	#	R	6	0.09375
u	d	n	3	0.09375
@	p	U	3	0.09375
u	E	n	3	0.09375
I	p	#	9	0.09375
5	l	2	6	0.09375
v	@	z	6	0.09375
t	I	T	3	0.09375
5	f	2	6	0.09375
 	l	2	130	0.0936599423631124
p	8	R	19	0.0935960591133005
@	b	r	29	0.0935483870967742
n	k	j	10	0.0934579439252336
 	E	f	21	0.0933333333333333
n	I	b	15	0.093167701863354
l	I	Z	4	0.0930232558139535
g	z	V	4	0.0930232558139535
I	h	U	4	0.0930232558139535
I	b	U	4	0.0930232558139535
E	l	j	12	0.0930232558139535
1	t	n	4	0.0930232558139535
n	2	_	4	0.0930232558139535
I	J	U	4	0.0930232558139535
p	{	S	12	0.0930232558139535
g	{	n	20	0.0930232558139535
T	{	l	4	0.0930232558139535
i	p	{	4	0.0930232558139535
r	7	n	125	0.0930059523809524
k	V	p	41	0.0929705215419501
k	V	r	29	0.092948717948718
f	{	n	32	0.0927536231884058
