Phon1	Phon2	Phon3	Count	Prob(Phon1 Phon2 Phon3)
f	Q	l	18	0.00121745011836321
V	f	@	18	0.00121745011836321
3	f	I	18	0.00121745011836321
k	I	s	18	0.00121745011836321
D	@	r	18	0.00121745011836321
Q	b	I	18	0.00121745011836321
@	b	6	18	0.00121745011836321
b	V	m	18	0.00121745011836321
j	#	d	18	0.00121745011836321
E	l	m	18	0.00121745011836321
$	p	@	18	0.00121745011836321
@	t	Q	18	0.00121745011836321
I	t	l	18	0.00121745011836321
h	E	r	18	0.00121745011836321
d	i	 	18	0.00121745011836321
n	@	d	18	0.00121745011836321
I	t	7	18	0.00121745011836321
w	$	d	18	0.00121745011836321
@	f	l	18	0.00121745011836321
$	k	@	18	0.00121745011836321
d	E	p	18	0.00121745011836321
_	@	l	18	0.00121745011836321
n	t	5	18	0.00121745011836321
H	l	I	18	0.00121745011836321
j	u	I	18	0.00121745011836321
@	d	1	18	0.00121745011836321
p	@	b	18	0.00121745011836321
1	d	j	17	0.00114981400067636
l	5	D	17	0.00114981400067636
S	u	 	17	0.00114981400067636
#	T	 	17	0.00114981400067636
b	@	b	17	0.00114981400067636
t	#	R	17	0.00114981400067636
v	{	k	17	0.00114981400067636
s	w	E	17	0.00114981400067636
@	p	i	17	0.00114981400067636
@	l	t	17	0.00114981400067636
5	p	@	17	0.00114981400067636
p	V	N	17	0.00114981400067636
s	k	2	17	0.00114981400067636
8	z	 	17	0.00114981400067636
I	k	$	17	0.00114981400067636
g	E	t	17	0.00114981400067636
@	d	@	17	0.00114981400067636
s	6	n	17	0.00114981400067636
V	p	@	17	0.00114981400067636
b	Q	n	17	0.00114981400067636
h	{	p	17	0.00114981400067636
I	k	n	17	0.00114981400067636
5	s	E	17	0.00114981400067636
3	_	I	17	0.00114981400067636
 	I	N	17	0.00114981400067636
E	n	z	17	0.00114981400067636
t	V	J	17	0.00114981400067636
 	1	l	17	0.00114981400067636
I	S	m	17	0.00114981400067636
@	r	7	17	0.00114981400067636
U	1	S	17	0.00114981400067636
k	1	k	17	0.00114981400067636
V	l	J	17	0.00114981400067636
Q	f	@	17	0.00114981400067636
n	V	n	17	0.00114981400067636
t	E	d	17	0.00114981400067636
2	z	I	17	0.00114981400067636
 	s	7	17	0.00114981400067636
m	{	_	17	0.00114981400067636
d	l	2	17	0.00114981400067636
U	1	t	17	0.00114981400067636
t	5	k	17	0.00114981400067636
l	1	b	17	0.00114981400067636
l	Q	n	17	0.00114981400067636
V	v	 	17	0.00114981400067636
w	3	d	17	0.00114981400067636
w	E	t	17	0.00114981400067636
w	1	k	17	0.00114981400067636
d	6	t	17	0.00114981400067636
p	i	t	17	0.00114981400067636
k	l	6	17	0.00114981400067636
s	k	i	17	0.00114981400067636
s	I	_	17	0.00114981400067636
u	s	t	17	0.00114981400067636
g	I	v	17	0.00114981400067636
w	U	l	17	0.00114981400067636
2	I	N	17	0.00114981400067636
{	n	S	17	0.00114981400067636
r	{	s	17	0.00114981400067636
b	V	l	17	0.00114981400067636
V	b	s	17	0.00114981400067636
l	5	I	17	0.00114981400067636
u	t	l	17	0.00114981400067636
_	V	m	17	0.00114981400067636
S	t	 	17	0.00114981400067636
l	v	 	17	0.00114981400067636
s	i	v	17	0.00114981400067636
@	t	7	17	0.00114981400067636
2	k	I	17	0.00114981400067636
r	u	n	17	0.00114981400067636
g	l	@	17	0.00114981400067636
J	9	s	17	0.00114981400067636
@	m	2	17	0.00114981400067636
N	@	R	17	0.00114981400067636
 	J	V	17	0.00114981400067636
 	#	f	17	0.00114981400067636
h	I	l	17	0.00114981400067636
b	E	t	17	0.00114981400067636
E	l	v	17	0.00114981400067636
r	5	f	17	0.00114981400067636
l	I	l	17	0.00114981400067636
 	z	E	17	0.00114981400067636
p	1	l	17	0.00114981400067636
Q	b	l	17	0.00114981400067636
 	l	6	17	0.00114981400067636
I	n	2	17	0.00114981400067636
k	l	@	17	0.00114981400067636
n	p	r	17	0.00114981400067636
 	4	l	17	0.00114981400067636
@	r	u	17	0.00114981400067636
#	_	@	17	0.00114981400067636
@	d	Q	17	0.00114981400067636
I	b	 	17	0.00114981400067636
n	1	d	17	0.00114981400067636
J	I	l	17	0.00114981400067636
 	r	#	17	0.00114981400067636
l	_	@	17	0.00114981400067636
3	n	P	17	0.00114981400067636
u	d	@	17	0.00114981400067636
S	Q	t	17	0.00114981400067636
r	6	d	17	0.00114981400067636
5	t	1	17	0.00114981400067636
r	5	J	17	0.00114981400067636
d	E	d	17	0.00114981400067636
d	7	s	17	0.00114981400067636
V	g	@	17	0.00114981400067636
_	I	b	17	0.00114981400067636
w	1	v	17	0.00114981400067636
m	I	_	17	0.00114981400067636
b	V	n	17	0.00114981400067636
k	I	k	17	0.00114981400067636
E	g	 	17	0.00114981400067636
V	k	@	17	0.00114981400067636
t	V	f	17	0.00114981400067636
v	j	u	17	0.00114981400067636
2	t	n	17	0.00114981400067636
n	5	z	17	0.00114981400067636
I	T	 	17	0.00114981400067636
U	d	I	17	0.00114981400067636
D	@	m	17	0.00114981400067636
h	#	m	17	0.00114981400067636
w	I	g	17	0.00114981400067636
b	3	g	17	0.00114981400067636
U	l	f	17	0.00114981400067636
g	I	n	17	0.00114981400067636
V	l	p	17	0.00114981400067636
m	V	N	17	0.00114981400067636
s	i	z	16	0.00108217788298952
p	8	r	16	0.00108217788298952
r	7	m	16	0.00108217788298952
s	t	8	16	0.00108217788298952
 	T	{	16	0.00108217788298952
m	{	J	16	0.00108217788298952
f	I	f	16	0.00108217788298952
 	J	3	16	0.00108217788298952
{	_	@	16	0.00108217788298952
i	s	i	16	0.00108217788298952
@	g	E	16	0.00108217788298952
b	I	N	16	0.00108217788298952
n	t	j	16	0.00108217788298952
l	7	R	16	0.00108217788298952
J	I	n	16	0.00108217788298952
n	s	P	16	0.00108217788298952
V	s	P	16	0.00108217788298952
p	U	l	16	0.00108217788298952
p	@	m	16	0.00108217788298952
 	E	_	16	0.00108217788298952
_	u	d	16	0.00108217788298952
t	@	v	16	0.00108217788298952
v	2	t	16	0.00108217788298952
{	s	p	16	0.00108217788298952
E	f	I	16	0.00108217788298952
b	I	f	16	0.00108217788298952
t	6	n	16	0.00108217788298952
t	$	l	16	0.00108217788298952
s	3	n	16	0.00108217788298952
d	@	g	16	0.00108217788298952
s	t	b	16	0.00108217788298952
I	m	i	16	0.00108217788298952
f	1	t	16	0.00108217788298952
u	v	 	16	0.00108217788298952
I	{	l	16	0.00108217788298952
z	@	l	16	0.00108217788298952
D	@	l	16	0.00108217788298952
s	V	k	16	0.00108217788298952
Q	l	 	16	0.00108217788298952
n	5	m	16	0.00108217788298952
s	I	b	16	0.00108217788298952
k	U	k	16	0.00108217788298952
b	l	E	16	0.00108217788298952
b	_	E	16	0.00108217788298952
w	@	t	16	0.00108217788298952
p	$	l	16	0.00108217788298952
 	k	4	16	0.00108217788298952
h	Q	s	16	0.00108217788298952
n	8	r	16	0.00108217788298952
n	V	m	16	0.00108217788298952
f	E	t	16	0.00108217788298952
@	f	$	16	0.00108217788298952
r	{	_	16	0.00108217788298952
v	#	n	16	0.00108217788298952
u	p	I	16	0.00108217788298952
r	5	v	16	0.00108217788298952
g	{	m	16	0.00108217788298952
k	{	v	16	0.00108217788298952
s	{	N	16	0.00108217788298952
2	b	 	16	0.00108217788298952
@	p	1	16	0.00108217788298952
f	E	d	16	0.00108217788298952
g	l	{	16	0.00108217788298952
E	n	_	16	0.00108217788298952
k	#	b	16	0.00108217788298952
I	m	2	16	0.00108217788298952
d	2	z	16	0.00108217788298952
n	1	m	16	0.00108217788298952
s	m	I	16	0.00108217788298952
 	I	d	16	0.00108217788298952
$	d	H	16	0.00108217788298952
l	5	p	16	0.00108217788298952
r	V	g	16	0.00108217788298952
l	J	@	16	0.00108217788298952
I	{	t	16	0.00108217788298952
2	d	P	16	0.00108217788298952
p	u	n	16	0.00108217788298952
V	k	s	16	0.00108217788298952
J	m	@	16	0.00108217788298952
w	@	l	16	0.00108217788298952
4	n	 	16	0.00108217788298952
t	5	s	16	0.00108217788298952
I	b	P	16	0.00108217788298952
I	r	1	16	0.00108217788298952
m	s	t	16	0.00108217788298952
@	f	5	16	0.00108217788298952
l	#	m	16	0.00108217788298952
{	J	@	16	0.00108217788298952
U	k	I	16	0.00108217788298952
V	J	 	16	0.00108217788298952
k	5	m	16	0.00108217788298952
m	#	t	16	0.00108217788298952
I	s	$	16	0.00108217788298952
#	J	 	16	0.00108217788298952
f	{	l	16	0.00108217788298952
f	2	d	16	0.00108217788298952
#	D	@	16	0.00108217788298952
g	V	v	16	0.00108217788298952
t	h	{	16	0.00108217788298952
m	i	l	16	0.00108217788298952
f	$	w	16	0.00108217788298952
I	n	S	16	0.00108217788298952
J	@	b	16	0.00108217788298952
N	s	t	16	0.00108217788298952
t	2	n	16	0.00108217788298952
d	u	 	16	0.00108217788298952
5	p	l	16	0.00108217788298952
n	t	Q	16	0.00108217788298952
@	n	_	16	0.00108217788298952
_	E	t	16	0.00108217788298952
m	V	D	16	0.00108217788298952
E	l	T	16	0.00108217788298952
E	k	J	16	0.00108217788298952
@	k	I	16	0.00108217788298952
6	t	l	16	0.00108217788298952
N	k	P	16	0.00108217788298952
t	3	p	16	0.00108217788298952
b	1	b	16	0.00108217788298952
g	5	s	16	0.00108217788298952
{	g	r	16	0.00108217788298952
n	6	n	16	0.00108217788298952
Q	d	P	16	0.00108217788298952
 	_	1	16	0.00108217788298952
r	6	z	16	0.00108217788298952
u	b	@	16	0.00108217788298952
 	v	8	16	0.00108217788298952
D	I	 	16	0.00108217788298952
 	n	#	16	0.00108217788298952
I	s	Q	16	0.00108217788298952
Q	m	n	16	0.00108217788298952
n	f	@	16	0.00108217788298952
E	g	j	16	0.00108217788298952
3	l	d	16	0.00108217788298952
s	w	3	16	0.00108217788298952
l	Q	T	16	0.00108217788298952
l	2	b	16	0.00108217788298952
t	5	p	16	0.00108217788298952
s	k	E	16	0.00108217788298952
7	s	n	16	0.00108217788298952
I	S	P	16	0.00108217788298952
I	N	h	16	0.00108217788298952
 	f	u	16	0.00108217788298952
2	k	5	16	0.00108217788298952
{	f	r	16	0.00108217788298952
b	i	 	16	0.00108217788298952
V	g	I	16	0.00108217788298952
 	g	3	16	0.00108217788298952
@	b	E	16	0.00108217788298952
f	2	t	16	0.00108217788298952
l	k	 	15	0.00101454176530267
d	V	n	15	0.00101454176530267
 	3	T	15	0.00101454176530267
H	I	N	15	0.00101454176530267
t	Q	r	15	0.00101454176530267
I	p	i	15	0.00101454176530267
I	p	j	15	0.00101454176530267
J	2	l	15	0.00101454176530267
t	s	t	15	0.00101454176530267
n	I	b	15	0.00101454176530267
f	6	l	15	0.00101454176530267
r	E	J	15	0.00101454176530267
m	p	$	15	0.00101454176530267
I	g	#	15	0.00101454176530267
m	p	3	15	0.00101454176530267
h	U	k	15	0.00101454176530267
I	s	3	15	0.00101454176530267
s	m	V	15	0.00101454176530267
l	Q	b	15	0.00101454176530267
I	D	@	15	0.00101454176530267
l	v	I	15	0.00101454176530267
E	_	U	15	0.00101454176530267
n	$	T	15	0.00101454176530267
2	m	@	15	0.00101454176530267
4	s	t	15	0.00101454176530267
m	I	z	15	0.00101454176530267
N	k	w	15	0.00101454176530267
5	t	5	15	0.00101454176530267
z	@	d	15	0.00101454176530267
{	v	P	15	0.00101454176530267
I	g	m	15	0.00101454176530267
 	g	@	15	0.00101454176530267
t	b	$	15	0.00101454176530267
 	S	2	15	0.00101454176530267
h	I	n	15	0.00101454176530267
 	z	I	15	0.00101454176530267
I	n	i	15	0.00101454176530267
5	v	 	15	0.00101454176530267
@	g	Q	15	0.00101454176530267
r	4	d	15	0.00101454176530267
@	g	1	15	0.00101454176530267
$	n	@	15	0.00101454176530267
t	w	i	15	0.00101454176530267
l	i	k	15	0.00101454176530267
r	I	{	15	0.00101454176530267
3	D	I	15	0.00101454176530267
I	T	I	15	0.00101454176530267
3	k	j	15	0.00101454176530267
w	3	D	15	0.00101454176530267
 	d	3	15	0.00101454176530267
w	Q	r	15	0.00101454176530267
h	V	m	15	0.00101454176530267
s	6	T	15	0.00101454176530267
 	V	l	15	0.00101454176530267
v	3	S	15	0.00101454176530267
5	b	2	15	0.00101454176530267
 	v	V	15	0.00101454176530267
D	I	N	15	0.00101454176530267
I	p	5	15	0.00101454176530267
r	{	l	15	0.00101454176530267
s	p	7	15	0.00101454176530267
k	6	t	15	0.00101454176530267
5	p	r	15	0.00101454176530267
5	z	d	15	0.00101454176530267
@	d	E	15	0.00101454176530267
1	z	@	15	0.00101454176530267
r	i	S	15	0.00101454176530267
m	5	S	15	0.00101454176530267
3	b	 	15	0.00101454176530267
j	u	_	15	0.00101454176530267
t	V	p	15	0.00101454176530267
 	_	5	15	0.00101454176530267
E	t	s	15	0.00101454176530267
n	5	v	15	0.00101454176530267
t	#	n	15	0.00101454176530267
#	k	1	15	0.00101454176530267
#	n	@	15	0.00101454176530267
g	z	$	15	0.00101454176530267
f	l	u	15	0.00101454176530267
v	I	v	15	0.00101454176530267
d	5	n	15	0.00101454176530267
n	{	m	15	0.00101454176530267
2	@	d	15	0.00101454176530267
s	f	I	15	0.00101454176530267
p	@	p	15	0.00101454176530267
s	t	m	15	0.00101454176530267
{	l	p	15	0.00101454176530267
s	m	5	15	0.00101454176530267
@	p	4	15	0.00101454176530267
_	i	 	15	0.00101454176530267
l	U	k	15	0.00101454176530267
v	3	_	15	0.00101454176530267
p	Q	z	15	0.00101454176530267
z	@	r	15	0.00101454176530267
d	m	@	15	0.00101454176530267
{	d	P	15	0.00101454176530267
d	i	v	15	0.00101454176530267
r	#	m	15	0.00101454176530267
f	8	R	15	0.00101454176530267
 	1	t	15	0.00101454176530267
f	5	t	15	0.00101454176530267
p	2	l	15	0.00101454176530267
I	f	U	15	0.00101454176530267
n	I	{	15	0.00101454176530267
l	f	k	15	0.00101454176530267
l	u	n	15	0.00101454176530267
m	2	l	15	0.00101454176530267
f	1	n	15	0.00101454176530267
k	r	6	15	0.00101454176530267
N	k	l	15	0.00101454176530267
s	7	r	15	0.00101454176530267
s	{	d	15	0.00101454176530267
 	g	u	15	0.00101454176530267
s	V	f	15	0.00101454176530267
@	v	2	15	0.00101454176530267
7	l	2	15	0.00101454176530267
I	N	r	15	0.00101454176530267
k	Q	z	15	0.00101454176530267
1	t	l	15	0.00101454176530267
I	d	V	15	0.00101454176530267
b	s	@	15	0.00101454176530267
E	p	S	15	0.00101454176530267
w	1	l	15	0.00101454176530267
d	2	t	15	0.00101454176530267
k	2	n	15	0.00101454176530267
h	Q	t	15	0.00101454176530267
I	p	S	15	0.00101454176530267
@	m	$	15	0.00101454176530267
n	Q	s	15	0.00101454176530267
n	v	2	15	0.00101454176530267
f	#	D	15	0.00101454176530267
