Phon1	Phon2	Phon3	Count	Prob(Phon1 Phon2 Phon3)
$	n	Q	5	0.000338180588434224
5	v	{	5	0.000338180588434224
f	V	l	5	0.000338180588434224
n	i	b	5	0.000338180588434224
{	g	l	5	0.000338180588434224
l	#	 	5	0.000338180588434224
_	U	d	5	0.000338180588434224
k	s	w	5	0.000338180588434224
h	V	r	5	0.000338180588434224
n	i	5	5	0.000338180588434224
_	E	m	5	0.000338180588434224
#	d	n	5	0.000338180588434224
v	4	@	5	0.000338180588434224
 	J	u	5	0.000338180588434224
J	b	{	5	0.000338180588434224
h	I	r	5	0.000338180588434224
2	d	z	5	0.000338180588434224
g	Z	9	5	0.000338180588434224
S	i	 	5	0.000338180588434224
s	m	2	5	0.000338180588434224
l	5	w	5	0.000338180588434224
{	k	k	5	0.000338180588434224
p	r	8	5	0.000338180588434224
u	g	@	5	0.000338180588434224
r	U	p	5	0.000338180588434224
V	p	P	5	0.000338180588434224
g	w	2	5	0.000338180588434224
f	$	_	5	0.000338180588434224
t	3	s	5	0.000338180588434224
1	d	P	5	0.000338180588434224
H	@	s	5	0.000338180588434224
2	m	d	5	0.000338180588434224
b	n	I	5	0.000338180588434224
E	s	7	5	0.000338180588434224
n	#	d	5	0.000338180588434224
V	t	s	5	0.000338180588434224
I	J	h	5	0.000338180588434224
t	f	r	5	0.000338180588434224
n	t	h	5	0.000338180588434224
 	5	m	5	0.000338180588434224
p	s	k	5	0.000338180588434224
$	p	$	5	0.000338180588434224
V	n	V	5	0.000338180588434224
{	f	g	5	0.000338180588434224
n	r	5	5	0.000338180588434224
r	u	Z	5	0.000338180588434224
d	2	k	5	0.000338180588434224
I	f	3	5	0.000338180588434224
@	f	6	5	0.000338180588434224
_	u	l	5	0.000338180588434224
r	7	d	5	0.000338180588434224
@	h	Q	5	0.000338180588434224
r	V	t	5	0.000338180588434224
f	3	D	5	0.000338180588434224
s	i	f	5	0.000338180588434224
$	s	2	5	0.000338180588434224
J	n	@	5	0.000338180588434224
s	U	I	5	0.000338180588434224
h	U	r	5	0.000338180588434224
#	S	 	5	0.000338180588434224
d	r	4	5	0.000338180588434224
f	s	2	5	0.000338180588434224
2	b	2	5	0.000338180588434224
w	I	T	5	0.000338180588434224
d	Q	f	5	0.000338180588434224
m	Q	p	5	0.000338180588434224
d	b	l	5	0.000338180588434224
S	r	2	5	0.000338180588434224
$	J	n	5	0.000338180588434224
f	$	d	5	0.000338180588434224
i	d	z	5	0.000338180588434224
f	r	6	5	0.000338180588434224
s	t	k	5	0.000338180588434224
5	Z	H	5	0.000338180588434224
n	b	3	5	0.000338180588434224
3	n	t	5	0.000338180588434224
i	p	Q	5	0.000338180588434224
7	r	5	5	0.000338180588434224
Q	n	p	5	0.000338180588434224
l	d	n	5	0.000338180588434224
b	i	m	5	0.000338180588434224
n	s	$	5	0.000338180588434224
S	5	 	5	0.000338180588434224
p	i	E	5	0.000338180588434224
V	l	m	5	0.000338180588434224
v	2	k	5	0.000338180588434224
5	m	2	5	0.000338180588434224
V	l	b	5	0.000338180588434224
E	b	 	5	0.000338180588434224
l	m	2	5	0.000338180588434224
s	r	1	5	0.000338180588434224
E	g	m	5	0.000338180588434224
U	b	P	5	0.000338180588434224
k	b	U	5	0.000338180588434224
I	S	w	5	0.000338180588434224
p	3	_	5	0.000338180588434224
 	8	s	5	0.000338180588434224
@	s	{	5	0.000338180588434224
l	5	T	5	0.000338180588434224
d	t	2	5	0.000338180588434224
b	n	$	5	0.000338180588434224
l	m	E	5	0.000338180588434224
S	P	I	5	0.000338180588434224
5	s	@	5	0.000338180588434224
3	m	E	5	0.000338180588434224
Q	n	r	5	0.000338180588434224
V	b	_	5	0.000338180588434224
t	b	I	5	0.000338180588434224
 	i	T	5	0.000338180588434224
k	{	z	5	0.000338180588434224
T	I	I	5	0.000338180588434224
u	D	 	5	0.000338180588434224
v	#	s	5	0.000338180588434224
m	n	1	5	0.000338180588434224
 	1	b	5	0.000338180588434224
U	l	s	5	0.000338180588434224
s	J	E	5	0.000338180588434224
l	w	1	5	0.000338180588434224
E	l	J	5	0.000338180588434224
s	5	b	5	0.000338180588434224
1	l	s	5	0.000338180588434224
J	7	r	5	0.000338180588434224
n	m	5	5	0.000338180588434224
l	@	g	5	0.000338180588434224
J	V	k	5	0.000338180588434224
s	1	_	5	0.000338180588434224
#	m	5	5	0.000338180588434224
 	t	8	5	0.000338180588434224
h	I	t	5	0.000338180588434224
m	7	n	5	0.000338180588434224
6	t	p	5	0.000338180588434224
d	{	l	5	0.000338180588434224
n	E	f	5	0.000338180588434224
l	Q	l	5	0.000338180588434224
Q	N	I	5	0.000338180588434224
n	v	Q	5	0.000338180588434224
Q	s	w	5	0.000338180588434224
n	T	E	5	0.000338180588434224
p	3	S	5	0.000338180588434224
@	g	5	5	0.000338180588434224
V	t	m	5	0.000338180588434224
 	#	R	5	0.000338180588434224
g	3	d	5	0.000338180588434224
E	l	S	5	0.000338180588434224
r	@	w	5	0.000338180588434224
s	i	g	5	0.000338180588434224
d	Q	_	5	0.000338180588434224
@	l	$	5	0.000338180588434224
s	5	n	5	0.000338180588434224
r	@	h	5	0.000338180588434224
7	s	I	5	0.000338180588434224
r	1	b	5	0.000338180588434224
U	I	t	5	0.000338180588434224
Q	b	v	5	0.000338180588434224
3	D	@	5	0.000338180588434224
S	{	b	5	0.000338180588434224
k	i	l	5	0.000338180588434224
r	i	D	5	0.000338180588434224
t	@	_	5	0.000338180588434224
m	b	1	5	0.000338180588434224
$	m	E	5	0.000338180588434224
3	k	P	5	0.000338180588434224
i	p	1	5	0.000338180588434224
T	w	$	5	0.000338180588434224
s	J	#	5	0.000338180588434224
m	w	@	5	0.000338180588434224
j	u	T	5	0.000338180588434224
$	g	j	5	0.000338180588434224
n	j	$	5	0.000338180588434224
w	Q	m	5	0.000338180588434224
Z	9	r	5	0.000338180588434224
h	u	p	5	0.000338180588434224
9	n	 	5	0.000338180588434224
I	N	w	5	0.000338180588434224
h	I	m	5	0.000338180588434224
j	V	N	5	0.000338180588434224
b	i	z	5	0.000338180588434224
f	1	m	5	0.000338180588434224
t	1	d	5	0.000338180588434224
6	s	w	5	0.000338180588434224
 	5	 	5	0.000338180588434224
u	l	m	5	0.000338180588434224
U	d	@	5	0.000338180588434224
V	m	l	5	0.000338180588434224
s	V	D	5	0.000338180588434224
g	n	i	5	0.000338180588434224
h	i	s	5	0.000338180588434224
f	3	v	5	0.000338180588434224
u	I	N	5	0.000338180588434224
n	r	2	5	0.000338180588434224
{	J	t	5	0.000338180588434224
i	E	s	5	0.000338180588434224
z	I	z	5	0.000338180588434224
p	t	2	5	0.000338180588434224
$	t	f	5	0.000338180588434224
 	5	g	5	0.000338180588434224
h	I	k	5	0.000338180588434224
#	k	P	5	0.000338180588434224
l	1	f	5	0.000338180588434224
9	r	Q	5	0.000338180588434224
1	v	d	5	0.000338180588434224
h	i	p	5	0.000338180588434224
s	J	I	5	0.000338180588434224
$	I	N	5	0.000338180588434224
 	v	6	5	0.000338180588434224
h	3	s	5	0.000338180588434224
k	u	 	5	0.000338180588434224
5	f	@	5	0.000338180588434224
g	l	E	5	0.000338180588434224
3	t	i	5	0.000338180588434224
E	t	n	5	0.000338180588434224
d	$	s	5	0.000338180588434224
5	l	m	5	0.000338180588434224
s	V	s	5	0.000338180588434224
s	V	r	5	0.000338180588434224
I	t	Q	5	0.000338180588434224
b	s	3	5	0.000338180588434224
i	S	I	5	0.000338180588434224
t	H	@	5	0.000338180588434224
1	n	w	5	0.000338180588434224
b	U	J	5	0.000338180588434224
b	V	z	5	0.000338180588434224
k	4	l	5	0.000338180588434224
d	@	z	5	0.000338180588434224
4	t	 	5	0.000338180588434224
Q	S	b	5	0.000338180588434224
n	l	E	5	0.000338180588434224
m	w	3	5	0.000338180588434224
k	h	6	5	0.000338180588434224
d	s	I	5	0.000338180588434224
Q	f	h	5	0.000338180588434224
p	s	@	5	0.000338180588434224
1	l	m	5	0.000338180588434224
I	Q	s	5	0.000338180588434224
S	E	r	5	0.000338180588434224
@	d	i	5	0.000338180588434224
{	S	n	5	0.000338180588434224
Q	N	b	5	0.000338180588434224
2	d	b	5	0.000338180588434224
f	#	r	5	0.000338180588434224
k	@	T	5	0.000338180588434224
5	g	 	5	0.000338180588434224
h	$	d	5	0.000338180588434224
n	D	@	5	0.000338180588434224
V	k	5	5	0.000338180588434224
r	4	t	5	0.000338180588434224
r	u	@	5	0.000338180588434224
b	m	I	5	0.000338180588434224
t	s	w	5	0.000338180588434224
t	m	2	5	0.000338180588434224
5	b	$	5	0.000338180588434224
t	r	4	5	0.000338180588434224
t	k	V	5	0.000338180588434224
_	I	Q	5	0.000338180588434224
I	l	T	5	0.000338180588434224
s	5	d	5	0.000338180588434224
@	m	3	5	0.000338180588434224
V	n	3	5	0.000338180588434224
b	{	b	5	0.000338180588434224
$	_	@	5	0.000338180588434224
k	#	v	5	0.000338180588434224
_	5	l	5	0.000338180588434224
Q	T	I	5	0.000338180588434224
S	{	k	5	0.000338180588434224
3	s	p	5	0.000338180588434224
{	s	P	5	0.000338180588434224
2	Q	n	5	0.000338180588434224
V	m	w	5	0.000338180588434224
m	2	g	5	0.000338180588434224
V	f	l	5	0.000338180588434224
k	@	k	5	0.000338180588434224
w	I	 	5	0.000338180588434224
6	s	b	5	0.000338180588434224
I	s	T	5	0.000338180588434224
@	f	3	5	0.000338180588434224
J	5	k	5	0.000338180588434224
k	{	Z	5	0.000338180588434224
4	m	@	5	0.000338180588434224
V	z	I	5	0.000338180588434224
1	m	f	5	0.000338180588434224
d	m	6	5	0.000338180588434224
s	{	m	5	0.000338180588434224
S	I	s	5	0.000338180588434224
I	v	j	5	0.000338180588434224
I	z	i	5	0.000338180588434224
d	w	U	5	0.000338180588434224
I	s	1	5	0.000338180588434224
i	b	P	5	0.000338180588434224
Q	t	b	5	0.000338180588434224
V	z	H	5	0.000338180588434224
J	@	l	5	0.000338180588434224
b	s	i	5	0.000338180588434224
1	p	r	5	0.000338180588434224
h	@	b	5	0.000338180588434224
p	1	@	5	0.000338180588434224
{	k	d	5	0.000338180588434224
r	$	t	5	0.000338180588434224
n	n	5	5	0.000338180588434224
5	b	5	5	0.000338180588434224
5	m	s	5	0.000338180588434224
1	D	 	5	0.000338180588434224
z	n	I	5	0.000338180588434224
 	_	7	5	0.000338180588434224
I	d	i	5	0.000338180588434224
s	t	n	5	0.000338180588434224
t	h	$	5	0.000338180588434224
 	8	R	5	0.000338180588434224
_	Q	n	5	0.000338180588434224
z	d	I	5	0.000338180588434224
N	T	 	5	0.000338180588434224
l	h	6	5	0.000338180588434224
Q	v	 	5	0.000338180588434224
H	n	I	5	0.000338180588434224
m	p	6	5	0.000338180588434224
#	S	I	5	0.000338180588434224
f	i	s	5	0.000338180588434224
{	T	l	5	0.000338180588434224
h	V	S	5	0.000338180588434224
{	k	m	5	0.000338180588434224
n	k	2	5	0.000338180588434224
{	p	h	5	0.000338180588434224
t	2	g	5	0.000338180588434224
d	H	r	5	0.000338180588434224
t	#	r	5	0.000338180588434224
b	u	b	5	0.000338180588434224
V	g	Z	5	0.000338180588434224
i	j	u	5	0.000338180588434224
I	g	{	5	0.000338180588434224
m	@	h	5	0.000338180588434224
n	t	#	5	0.000338180588434224
m	3	m	5	0.000338180588434224
n	4	d	5	0.000338180588434224
I	w	I	5	0.000338180588434224
 	z	#	5	0.000338180588434224
T	$	n	5	0.000338180588434224
s	E	f	5	0.000338180588434224
d	i	h	5	0.000338180588434224
g	#	s	5	0.000338180588434224
@	T	#	5	0.000338180588434224
5	@	m	5	0.000338180588434224
h	V	l	5	0.000338180588434224
5	g	l	5	0.000338180588434224
E	n	p	5	0.000338180588434224
@	m	d	5	0.000338180588434224
$	b	8	5	0.000338180588434224
w	Q	s	5	0.000338180588434224
v	1	 	5	0.000338180588434224
b	Q	r	5	0.000338180588434224
#	s	l	5	0.000338180588434224
$	T	E	5	0.000338180588434224
d	I	{	5	0.000338180588434224
n	V	b	5	0.000338180588434224
 	V	N	5	0.000338180588434224
n	p	I	5	0.000338180588434224
k	5	J	5	0.000338180588434224
t	d	6	5	0.000338180588434224
d	2	s	5	0.000338180588434224
m	3	J	5	0.000338180588434224
t	#	Z	5	0.000338180588434224
I	d	s	5	0.000338180588434224
l	#	g	5	0.000338180588434224
m	{	p	5	0.000338180588434224
d	V	N	5	0.000338180588434224
I	z	#	5	0.000338180588434224
t	I	Q	5	0.000338180588434224
V	p	b	5	0.000338180588434224
r	#	 	5	0.000338180588434224
n	t	b	5	0.000338180588434224
l	Q	J	5	0.000338180588434224
n	r	i	5	0.000338180588434224
r	@	z	5	0.000338180588434224
p	i	v	5	0.000338180588434224
7	t	I	5	0.000338180588434224
6	n	w	5	0.000338180588434224
Z	@	n	5	0.000338180588434224
I	f	5	5	0.000338180588434224
V	g	P	5	0.000338180588434224
n	i	s	5	0.000338180588434224
t	b	l	5	0.000338180588434224
s	d	I	5	0.000338180588434224
p	U	s	4	0.000270544470747379
6	m	@	4	0.000270544470747379
s	7	m	4	0.000270544470747379
d	{	N	4	0.000270544470747379
2	n	2	4	0.000270544470747379
I	k	E	4	0.000270544470747379
P	s	@	4	0.000270544470747379
5	s	n	4	0.000270544470747379
J	I	m	4	0.000270544470747379
 	j	I	4	0.000270544470747379
N	f	U	4	0.000270544470747379
5	s	f	4	0.000270544470747379
k	d	6	4	0.000270544470747379
n	m	V	4	0.000270544470747379
u	b	j	4	0.000270544470747379
h	i	b	4	0.000270544470747379
U	t	1	4	0.000270544470747379
E	t	j	4	0.000270544470747379
z	I	m	4	0.000270544470747379
1	t	b	4	0.000270544470747379
D	@	z	4	0.000270544470747379
$	s	w	4	0.000270544470747379
b	U	d	4	0.000270544470747379
1	m	z	4	0.000270544470747379
{	S	t	4	0.000270544470747379
u	n	E	4	0.000270544470747379
h	#	n	4	0.000270544470747379
z	E	k	4	0.000270544470747379
n	5	p	4	0.000270544470747379
I	n	6	4	0.000270544470747379
#	J	@	4	0.000270544470747379
N	h	@	4	0.000270544470747379
l	f	p	4	0.000270544470747379
j	$	R	4	0.000270544470747379
I	p	f	4	0.000270544470747379
h	{	S	4	0.000270544470747379
s	n	P	4	0.000270544470747379
1	Z	j	4	0.000270544470747379
S	#	f	4	0.000270544470747379
r	6	J	4	0.000270544470747379
f	s	i	4	0.000270544470747379
@	v	Q	4	0.000270544470747379
$	b	 	4	0.000270544470747379
k	j	#	4	0.000270544470747379
u	t	j	4	0.000270544470747379
l	d	5	4	0.000270544470747379
b	$	J	4	0.000270544470747379
1	l	2	4	0.000270544470747379
5	n	s	4	0.000270544470747379
k	6	J	4	0.000270544470747379
p	@	J	4	0.000270544470747379
n	w	3	4	0.000270544470747379
3	v	j	4	0.000270544470747379
d	h	6	4	0.000270544470747379
6	T	i	4	0.000270544470747379
d	{	v	4	0.000270544470747379
d	b	8	4	0.000270544470747379
 	D	i	4	0.000270544470747379
V	n	v	4	0.000270544470747379
6	@	n	4	0.000270544470747379
N	k	V	4	0.000270544470747379
s	@	 	4	0.000270544470747379
b	u	m	4	0.000270544470747379
$	m	1	4	0.000270544470747379
n	P	z	4	0.000270544470747379
p	h	{	4	0.000270544470747379
k	S	U	4	0.000270544470747379
t	5	g	4	0.000270544470747379
 	#	T	4	0.000270544470747379
h	u	t	4	0.000270544470747379
1	p	P	4	0.000270544470747379
E	l	E	4	0.000270544470747379
i	t	m	4	0.000270544470747379
5	p	Q	4	0.000270544470747379
l	z	I	4	0.000270544470747379
h	V	z	4	0.000270544470747379
n	w	2	4	0.000270544470747379
g	u	l	4	0.000270544470747379
{	g	p	4	0.000270544470747379
i	l	1	4	0.000270544470747379
 	f	4	4	0.000270544470747379
{	n	v	4	0.000270544470747379
l	b	3	4	0.000270544470747379
s	i	@	4	0.000270544470747379
2	s	b	4	0.000270544470747379
r	{	z	4	0.000270544470747379
Q	S	@	4	0.000270544470747379
k	1	Z	4	0.000270544470747379
w	i	_	4	0.000270544470747379
{	s	5	4	0.000270544470747379
d	i	I	4	0.000270544470747379
i	h	2	4	0.000270544470747379
t	i	S	4	0.000270544470747379
u	m	z	4	0.000270544470747379
d	Q	t	4	0.000270544470747379
s	2	b	4	0.000270544470747379
5	t	V	4	0.000270544470747379
b	#	t	4	0.000270544470747379
E	m	s	4	0.000270544470747379
J	i	z	4	0.000270544470747379
$	r	E	4	0.000270544470747379
d	s	E	4	0.000270544470747379
u	I	s	4	0.000270544470747379
n	E	D	4	0.000270544470747379
@	_	#	4	0.000270544470747379
l	2	D	4	0.000270544470747379
g	6	n	4	0.000270544470747379
l	b	$	4	0.000270544470747379
2	m	z	4	0.000270544470747379
t	t	2	4	0.000270544470747379
s	#	Z	4	0.000270544470747379
l	b	i	4	0.000270544470747379
g	#	t	4	0.000270544470747379
s	1	m	4	0.000270544470747379
i	h	5	4	0.000270544470747379
I	k	p	4	0.000270544470747379
l	g	8	4	0.000270544470747379
1	d	5	4	0.000270544470747379
i	p	w	4	0.000270544470747379
l	b	 	4	0.000270544470747379
k	t	7	4	0.000270544470747379
2	f	b	4	0.000270544470747379
w	7	l	4	0.000270544470747379
I	b	2	4	0.000270544470747379
t	S	I	4	0.000270544470747379
n	Q	f	4	0.000270544470747379
d	l	V	4	0.000270544470747379
E	f	5	4	0.000270544470747379
l	p	Q	4	0.000270544470747379
b	#	_	4	0.000270544470747379
z	7	r	4	0.000270544470747379
n	w	E	4	0.000270544470747379
I	s	#	4	0.000270544470747379
u	b	l	4	0.000270544470747379
r	V	d	4	0.000270544470747379
l	p	r	4	0.000270544470747379
k	k	l	4	0.000270544470747379
E	m	l	4	0.000270544470747379
J	{	n	4	0.000270544470747379
$	S	n	4	0.000270544470747379
m	i	g	4	0.000270544470747379
n	z	7	4	0.000270544470747379
S	{	t	4	0.000270544470747379
f	w	I	4	0.000270544470747379
n	t	V	4	0.000270544470747379
U	t	b	4	0.000270544470747379
E	t	l	4	0.000270544470747379
_	{	n	4	0.000270544470747379
3	t	n	4	0.000270544470747379
 	2	r	4	0.000270544470747379
{	n	w	4	0.000270544470747379
p	E	g	4	0.000270544470747379
Q	k	m	4	0.000270544470747379
I	_	d	4	0.000270544470747379
1	@	t	4	0.000270544470747379
#	b	P	4	0.000270544470747379
p	{	p	4	0.000270544470747379
f	7	s	4	0.000270544470747379
m	7	 	4	0.000270544470747379
@	b	 	4	0.000270544470747379
8	w	E	4	0.000270544470747379
p	u	 	4	0.000270544470747379
3	J	9	4	0.000270544470747379
w	I	E	4	0.000270544470747379
t	p	I	4	0.000270544470747379
s	S	I	4	0.000270544470747379
p	t	n	4	0.000270544470747379
{	S	m	4	0.000270544470747379
{	l	1	4	0.000270544470747379
s	V	t	4	0.000270544470747379
Q	k	f	4	0.000270544470747379
 	3	g	4	0.000270544470747379
E	S	P	4	0.000270544470747379
t	w	8	4	0.000270544470747379
t	7	l	4	0.000270544470747379
k	@	v	4	0.000270544470747379
u	s	i	4	0.000270544470747379
p	I	T	4	0.000270544470747379
I	g	2	4	0.000270544470747379
u	S	n	4	0.000270544470747379
T	3	d	4	0.000270544470747379
s	I	E	4	0.000270544470747379
n	2	p	4	0.000270544470747379
p	b	$	4	0.000270544470747379
5	f	U	4	0.000270544470747379
g	6	t	4	0.000270544470747379
h	2	v	4	0.000270544470747379
{	n	i	4	0.000270544470747379
$	r	i	4	0.000270544470747379
T	I	5	4	0.000270544470747379
5	p	f	4	0.000270544470747379
Q	d	f	4	0.000270544470747379
l	7	l	4	0.000270544470747379
p	3	b	4	0.000270544470747379
n	#	n	4	0.000270544470747379
N	g	1	4	0.000270544470747379
S	f	U	4	0.000270544470747379
n	z	v	4	0.000270544470747379
z	E	S	4	0.000270544470747379
g	s	t	4	0.000270544470747379
i	s	2	4	0.000270544470747379
_	$	_	4	0.000270544470747379
i	_	V	4	0.000270544470747379
{	t	k	4	0.000270544470747379
m	s	I	4	0.000270544470747379
b	3	l	4	0.000270544470747379
I	b	3	4	0.000270544470747379
7	r	4	4	0.000270544470747379
E	J	9	4	0.000270544470747379
S	5	I	4	0.000270544470747379
#	f	j	4	0.000270544470747379
#	m	d	4	0.000270544470747379
_	Q	t	4	0.000270544470747379
n	_	i	4	0.000270544470747379
1	d	r	4	0.000270544470747379
5	z	b	4	0.000270544470747379
t	I	h	4	0.000270544470747379
l	p	l	4	0.000270544470747379
k	#	l	4	0.000270544470747379
b	@	h	4	0.000270544470747379
f	i	v	4	0.000270544470747379
E	s	i	4	0.000270544470747379
g	#	l	4	0.000270544470747379
$	s	E	4	0.000270544470747379
f	1	S	4	0.000270544470747379
#	s	H	4	0.000270544470747379
 	6	l	4	0.000270544470747379
@	f	V	4	0.000270544470747379
l	b	1	4	0.000270544470747379
S	U	{	4	0.000270544470747379
i	@	t	4	0.000270544470747379
t	b	3	4	0.000270544470747379
 	i	m	4	0.000270544470747379
8	m	@	4	0.000270544470747379
Z	j	@	4	0.000270544470747379
g	1	 	4	0.000270544470747379
t	k	r	4	0.000270544470747379
h	u	v	4	0.000270544470747379
k	r	7	4	0.000270544470747379
{	f	Q	4	0.000270544470747379
h	u	l	4	0.000270544470747379
g	{	D	4	0.000270544470747379
n	i	@	4	0.000270544470747379
5	m	w	4	0.000270544470747379
$	b	5	4	0.000270544470747379
@	d	u	4	0.000270544470747379
v	3	J	4	0.000270544470747379
S	i	z	4	0.000270544470747379
w	8	z	4	0.000270544470747379
m	r	Q	4	0.000270544470747379
m	V	J	4	0.000270544470747379
@	l	j	4	0.000270544470747379
 	u	z	4	0.000270544470747379
 	5	S	4	0.000270544470747379
r	$	b	4	0.000270544470747379
2	s	k	4	0.000270544470747379
n	p	4	4	0.000270544470747379
5	r	I	4	0.000270544470747379
f	8	w	4	0.000270544470747379
r	5	{	4	0.000270544470747379
k	U	S	4	0.000270544470747379
w	u	p	4	0.000270544470747379
d	E	z	4	0.000270544470747379
k	2	m	4	0.000270544470747379
t	g	r	4	0.000270544470747379
m	f	5	4	0.000270544470747379
u	h	#	4	0.000270544470747379
v	Q	k	4	0.000270544470747379
S	$	d	4	0.000270544470747379
s	w	u	4	0.000270544470747379
l	b	l	4	0.000270544470747379
T	{	l	4	0.000270544470747379
_	j	@	4	0.000270544470747379
S	V	p	4	0.000270544470747379
$	l	w	4	0.000270544470747379
_	Q	r	4	0.000270544470747379
V	l	v	4	0.000270544470747379
Q	p	k	4	0.000270544470747379
E	s	5	4	0.000270544470747379
i	k	E	4	0.000270544470747379
U	l	5	4	0.000270544470747379
S	r	V	4	0.000270544470747379
1	f	U	4	0.000270544470747379
I	f	V	4	0.000270544470747379
m	#	v	4	0.000270544470747379
p	Q	g	4	0.000270544470747379
3	m	j	4	0.000270544470747379
V	m	t	4	0.000270544470747379
{	d	n	4	0.000270544470747379
1	d	z	4	0.000270544470747379
I	b	$	4	0.000270544470747379
u	J	 	4	0.000270544470747379
u	b	$	4	0.000270544470747379
b	2	f	4	0.000270544470747379
g	E	D	4	0.000270544470747379
z	$	t	4	0.000270544470747379
g	@	h	4	0.000270544470747379
g	P	m	4	0.000270544470747379
5	d	Q	4	0.000270544470747379
$	m	5	4	0.000270544470747379
$	l	k	4	0.000270544470747379
l	8	d	4	0.000270544470747379
i	p	{	4	0.000270544470747379
m	#	 	4	0.000270544470747379
5	@	 	4	0.000270544470747379
 	h	4	4	0.000270544470747379
l	d	V	4	0.000270544470747379
v	{	m	4	0.000270544470747379
s	#	b	4	0.000270544470747379
$	m	j	4	0.000270544470747379
2	n	j	4	0.000270544470747379
l	u	z	4	0.000270544470747379
9	r	U	4	0.000270544470747379
i	s	f	4	0.000270544470747379
m	8	R	4	0.000270544470747379
l	u	T	4	0.000270544470747379
g	I	g	4	0.000270544470747379
p	t	Q	4	0.000270544470747379
D	l	I	4	0.000270544470747379
k	b	r	4	0.000270544470747379
u	_	I	4	0.000270544470747379
p	n	Q	4	0.000270544470747379
@	l	4	4	0.000270544470747379
k	5	S	4	0.000270544470747379
Z	1	 	4	0.000270544470747379
d	$	z	4	0.000270544470747379
u	T	l	4	0.000270544470747379
@	s	H	4	0.000270544470747379
v	H	T	4	0.000270544470747379
2	l	{	4	0.000270544470747379
 	{	z	4	0.000270544470747379
h	1	m	4	0.000270544470747379
f	s	 	4	0.000270544470747379
k	@	S	4	0.000270544470747379
k	1	v	4	0.000270544470747379
h	6	l	4	0.000270544470747379
i	n	n	4	0.000270544470747379
J	l	2	4	0.000270544470747379
T	i	v	4	0.000270544470747379
i	f	$	4	0.000270544470747379
m	b	V	4	0.000270544470747379
2	r	i	4	0.000270544470747379
_	E	z	4	0.000270544470747379
u	b	3	4	0.000270544470747379
m	V	_	4	0.000270544470747379
1	k	t	4	0.000270544470747379
r	6	s	4	0.000270544470747379
v	#	d	4	0.000270544470747379
p	t	r	4	0.000270544470747379
t	2	s	4	0.000270544470747379
s	s	k	4	0.000270544470747379
Q	t	f	4	0.000270544470747379
l	3	J	4	0.000270544470747379
1	t	k	4	0.000270544470747379
4	I	S	4	0.000270544470747379
2	p	E	4	0.000270544470747379
m	b	u	4	0.000270544470747379
i	@	r	4	0.000270544470747379
n	@	z	4	0.000270544470747379
E	l	h	4	0.000270544470747379
j	Q	t	4	0.000270544470747379
Q	b	n	4	0.000270544470747379
t	#	v	4	0.000270544470747379
i	w	@	4	0.000270544470747379
2	f	I	4	0.000270544470747379
l	r	2	4	0.000270544470747379
 	I	b	4	0.000270544470747379
h	6	z	4	0.000270544470747379
m	q	N	4	0.000270544470747379
l	u	@	4	0.000270544470747379
d	1	b	4	0.000270544470747379
z	w	1	4	0.000270544470747379
d	b	E	4	0.000270544470747379
t	d	I	4	0.000270544470747379
_	u	v	4	0.000270544470747379
@	h	$	4	0.000270544470747379
b	{	f	4	0.000270544470747379
i	_	 	4	0.000270544470747379
4	z	H	4	0.000270544470747379
h	1	p	4	0.000270544470747379
i	k	5	4	0.000270544470747379
I	Q	d	4	0.000270544470747379
 	i	 	4	0.000270544470747379
l	$	l	4	0.000270544470747379
k	V	S	4	0.000270544470747379
s	Q	g	4	0.000270544470747379
g	z	Q	4	0.000270544470747379
l	1	l	4	0.000270544470747379
v	I	{	4	0.000270544470747379
f	T	{	4	0.000270544470747379
E	t	b	4	0.000270544470747379
5	E	d	4	0.000270544470747379
U	l	d	4	0.000270544470747379
l	$	s	4	0.000270544470747379
l	i	5	4	0.000270544470747379
g	n	E	4	0.000270544470747379
i	@	S	4	0.000270544470747379
s	h	#	4	0.000270544470747379
v	i	l	4	0.000270544470747379
f	3	l	4	0.000270544470747379
@	f	i	4	0.000270544470747379
#	f	I	4	0.000270544470747379
s	r	E	4	0.000270544470747379
V	d	H	4	0.000270544470747379
t	w	#	4	0.000270544470747379
6	z	@	4	0.000270544470747379
5	S	P	4	0.000270544470747379
r	1	g	4	0.000270544470747379
d	b	2	4	0.000270544470747379
l	E	J	4	0.000270544470747379
2	w	@	4	0.000270544470747379
h	#	v	4	0.000270544470747379
i	v	z	4	0.000270544470747379
p	u	p	4	0.000270544470747379
f	2	b	4	0.000270544470747379
k	I	z	4	0.000270544470747379
5	m	j	4	0.000270544470747379
2	Q	t	4	0.000270544470747379
n	E	d	4	0.000270544470747379
Q	s	r	4	0.000270544470747379
s	I	5	4	0.000270544470747379
p	3	n	4	0.000270544470747379
b	Q	D	4	0.000270544470747379
T	I	Q	4	0.000270544470747379
m	b	2	4	0.000270544470747379
3	v	1	4	0.000270544470747379
N	p	4	4	0.000270544470747379
N	6	t	4	0.000270544470747379
l	h	5	4	0.000270544470747379
I	h	2	4	0.000270544470747379
g	V	S	4	0.000270544470747379
S	$	 	4	0.000270544470747379
@	b	v	4	0.000270544470747379
b	1	g	4	0.000270544470747379
p	k	V	4	0.000270544470747379
u	l	h	4	0.000270544470747379
s	f	l	4	0.000270544470747379
